Codigo;Codigo CAS-CHILE;Nombre del Bien;Subfamilia;Familia;DenominaciÛn;Cuenta Contable;Marca;Modelo;Serie;Descripcion;Origen;Responsable;Dependencia;Establecimiento;Unidad;Fecha;Estado; Valor sin iva ; Valor con iva ;OCompra;En Uso;TIPO DE CONTROL;VIDA UTIL EN A—OS S/CGR;VIDA UTIL EN MESES;VIDA UTIL SEG⁄N CRITERIO CGR EN MESES;VIDA UTIL INSUMIDA EN MESES;VIDA UTIL RETANTE EN MESES;DEPRECIACION MENSUAL;DEPRECIACION ACUMULADA ;VALOR LIBRO;VERIFICADO;FECHA VERIFICACION;REGISTRO NUEVO;eso1;eso2
SLD-100250;;TECLADO COMPUTADOR;TECLADO;EQUIPOS COMPUTACIONALES Y PERIFERICOS;MATERIALES DE USO O CONSUMO;;PHILCO;K51UP;S/N:20210305220;;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100251;;MOUSE COMPUTADOR;MOUSE;EQUIPOS COMPUTACIONALES Y PERIFERICOS;MATERIALES DE USO O CONSUMO;;ULTRA;;29UT0120UN;;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100252;;TABURETE CLINICO GIRATORIO;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;NUEVO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100253;;CAJONERA;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;3 CAJONES 70cm X 50cm X 50cm;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100254;;DISPENSADOR DE PAPEL;DISPENSADOR PAPEL;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;TORK;;;COLGANTE;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100255;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;EN L, 85cm  X (130cm/50) X 50cm /area limpia, area sucia;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100256;;DISPENSADOR DE JABON;DISPENSADOR JABON;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;COLGANTE;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100257;;TOMADOR DE PRESION DIGITAL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;WELCH ALLYN;PROBP;BA765724701800D;;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;27-11-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;27-11-2025;SI;;
SLD-100258;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;COLGANTE 60cm  X 120cm X 35cm;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;26-11-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100259;;MESA MAYO;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;NUEVO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100260;;DESFIBRILADOR;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;;I.ON;;082024 I011534;URGENCIA SAN VICENTE;PROPIO;;BOX LABORATORIO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;26-11-2025;NUEVO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;26-11-2025;SI;;
SLD-100261;;DOPPLER FETAL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;;JUMPER;JPD-100B;S/N:8929100B3038204;;PROPIO;;BOX MATRONA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-11-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-11-2025;SI;;
SLD-100262;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;CUBIERTA VERDE 80cm  X 200cm X 60cm;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100263;;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100264;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;COLGANTE 60cm  X 100cm X 35cm;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100265;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;COLGANTE 52cm  X 185cm X 20cm, DISPENZADOR;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100266;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;80cm  X 90cm X 40cm, MESA;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100267;;BIOMBO - SEPARADOR;OTRO MOBILIARIO;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100268;;BIOMBO - SEPARADOR;OTRO MOBILIARIO;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100269;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;206cm  X 100cm X 40cm, GABINETE;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100270;;MOTOR AIRE ACONDICIONADO;EQUIPOS DE CLIMATIZACION;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;;SAMSUNG;UNIDAD EXTERIOR;AR18BSHQAURN;;PROPIO;;SALA DE ESPERA 1;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;01-12-2025;SI;;
SLD-100271;;JUEGO PLAZA ESCALERA;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100272;;JUEGO PLAZA BANCA GIRATORIA;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100273;;JUEGO PLAZA BANCA CUNCUNA;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100274;;JUEGO PLAZA BANCA CAMINADORA;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100275;;JUEGO PLAZA BANCA RESBALIN;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100276;;JUEGO PLAZA BANCA ROTADORA;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100277;;JUEGO PLAZA BANCA ARO BASKET BALL;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;28-12-2025;SI;;
SLD-100278;;JUEGO MODULAR PLAZA;JUEGOS INFANTILES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;42.112;50.113;1057500-758-SE22;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;50.113;SI;28-12-2025;SI;;
SLD-100279;;TANQUE DE PRESION;MAQUINARIAS Y EQUIPOS MEDICOS;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;HYDRO;PT-VF24;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;01-12-2025;SI;;
SLD-100280;;ESTANQUE DE AGUA 5000 LTS;MAQUINARIAS Y EQUIPOS MEDICOS;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;CONTEMPLAS;;;;;PROPIO;;PATIO DELANTERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;01-12-2025;SI;;
SLD-100281;;TECLADO COMPUTADOR;TECLADO;EQUIPOS COMPUTACIONALES Y PERIFERICOS;MATERIALES DE USO O CONSUMO;;HP;PR1101U;S/N:697737-162;;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;24-12-2025;SI;;
SLD-100282;;MOUSE COMPUTADOR;MOUSE;EQUIPOS COMPUTACIONALES Y PERIFERICOS;MATERIALES DE USO O CONSUMO;;ULTRA;;29UT0120UN;;PROPIO;;FARMACIA;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;24-12-2025;SI;;
SLD-100283;;LAVAPLATOS;DE CASINO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;DOBLE FONDO 80CM X 120CM;;PROPIO;;CASINO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;01-12-2025;SI;;
SLD-100284;;HERVIDOR;EQUIPOS DE COCINA;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;THOMAS;;;;PROPIO;;CASINO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;28-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;01-12-2025;SI;;
SLD-100285;;GENERADOR GRUPO ELECTROGENO;MAQUINARIAS Y EQUIPOS;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;141-12-00-000-000-000;KRAFTER;KI10009 ATS;;GENERADOR GASOLINA;PROPIO;;PATIO TRASERO;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;73.746.274;87.758.066;1344300-44-SE24;SI;ACTIVO FIJO;15;180;135;45;135;487.545;21.939.525;65.818.541;SI;28-12-2025;SI;;
SLD-100286;;CAMILLA DE PROCEDIMIENTOS;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;;;;;;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100287;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100288;;MESA ESCOLAR;MESAS;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100289;;DISPENSADOR DE PAPEL;DISPENSADOR PAPEL;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;TORK;;;COLGANTE;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100290;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100291;;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;ESTRUCTURA FIERRO 100cm X 70cm;PROPIO;;BOX MATRONA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100293;;BIOMBO - SEPARADOR;OTRO MOBILIARIO;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX MATRONA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;MALO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100294;;CAMILLA GINECOLOGICA;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;;;;;;PROPIO;;BOX MATRONA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100295;;TABLA INMOVILIZACION ESPINAL LARGA;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;;MADERA;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100296;;DISPENSADOR DE PAPEL;DISPENSADOR PAPEL;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;TORK;;;COLGANTE;PROPIO;;BOX MATRONA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;REGULAR;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100297;;LAMPARA PROCEDIMIENTOS;MAQUINARIAS Y EQUIPOS MEDICOS;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;;;;;;PROPIO;;BOX MATRONA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100298;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100299;;TABLA INMOVILIZACION ESPINAL LARGA;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;;MADERA;PROPIO;;BOX 1;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100300;;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;ESTRUCTURA FIERRO 90cm X 70cm;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100301;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100302;;SILLA ISO POLIPROPILENO;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;SILLA PROPILENO AZUL BASE METAL;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100303;;CAMILLA DE PROCEDIMIENTOS;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;;;;;;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100304;;ESCABEL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100305;;TALLIMETRO PEDIATRICO;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;;;;;MADERA;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100306;;ESTANTE METALICO;ESTANTES;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;110cm X 90cm;PROPIO;;BOX 2;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100307;;BALANZA CON TALLIMETRO MECANICA;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;;HEALTH O METER;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100308;;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;REGULAR;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100309;;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;ESTRUCTURA FIERRO 100cm X 70cm;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100310;;BANQUETA DE ESPERA 4 ASIENTOS;BANQUETA;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100311;;MUEBLE MULTIUSO;OTRO MOBILIARIO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ACTIVO FIJO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100312;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100313;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100314;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
SLD-100315;;SILLA ESCOLAR PLASTICA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;;;;;;PROPIO;;SALA DE ESPERA;ESTACI”N MEDICO RURAL PUERTECILLO;DEPARTAMENTO DE SALUD MUNICIPAL;03-12-2025;BUENO;;;;SI;ADMINISTRATIVO;;;;;;;;;SI;03-12-2025;SI;;
